"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","UNIT","COUNTRY_UPDATE_DATE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","BASIS_OF_PROJECTIONS","VALUATION","PRICES_SECTOR_HARMONIZED_PRICES","LABOR_SECTOR_EMPLOYMENT_TYPE","FISCAL_SECTOR_GENERAL_GOVERNMENT_COMPOSITION","FISCAL_SECTOR_VALUATION_OF_DEBT","FISCAL_SECTOR_INSTRUMENTS_INCLUDED_IN_GROSS_AND_NET_DEBT","TRADE_SECTOR_OIL_COVERAGE","PRIMARY_DOMESTIC_CURRENCY","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031"
"IMF.RES:WEO(9.0.0)","SEN.NGDPRPPPPC.A","OBS_VALUE","Senegal","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","Annual","Units","","9/12/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","","2024","National Statistics Office","2014","January/December","No","","","","","","","","","CFA franc","3110.626","3181.471","3336.816","3069.950","3093.203","3101.420","3103.229","3193.837","3080.194","3108.867","2999.874","2991.624","2947.566","2900.314","2813.557","2906.296","2886.768","2894.403","2996.090","3101.872","3147.126","3204.824","3129.812","3224.076","3289.946","3345.095","3335.202","3340.049","3372.092","3372.089","3392.096","3343.550","3381.862","3367.843","3478.448","3597.463","3720.202","3885.423","4013.462","4084.740","4028.909","4177.820","4222.711","4284.810","4426.443","4647.636","4621.713","4600.902","4612.940","4619.887","4688.335","4772.398"
"IMF.RES:WEO(9.0.0)","SEN.NID_NGDP.A","OBS_VALUE","Senegal","Gross capital formation, Percent of GDP","Annual","Units","Percent","9/12/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","","2024","National Statistics Office","2014","January/December","No","","","","","","","","","CFA franc","14.996","21.811","18.343","18.384","17.870","15.937","10.933","13.504","10.677","9.383","9.344","10.635","3.888","2.835","4.040","7.458","7.321","10.266","12.528","21.772","22.133","25.345","22.880","23.692","23.404","24.350","22.194","24.401","26.008","20.177","19.867","20.773","24.406","23.845","25.666","25.629","25.165","29.617","32.451","31.772","35.415","38.121","45.074","41.677","36.175","29.069","26.552","26.009","25.725","25.753","25.497","25.400"
"IMF.RES:WEO(9.0.0)","SOM.BCA.A","OBS_VALUE","Somalia","Current account balance (credit less debit), US dollar","Annual","Billions","US dollar","9/19/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Balance of Payments Manual, fifth edition (BPM5)","Historical data source: Central Bank and IMF Staff.","2023","Central Bank","","","","","","","","","","","","US dollar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.372","-0.147","-0.146","-0.408","-0.294","-0.250","-0.837","-0.404","-0.669","-0.877","-0.973","-1.112","-1.229","-1.230","-1.492","-1.743","-2.085","-2.305","-2.261"
"IMF.RES:WEO(9.0.0)","SOM.NGDP_D.A","OBS_VALUE","Somalia","Gross domestic product (GDP), Price deflator, Index","Annual","Units","Index","9/19/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","","2024","National Statistics Office","2022","January/December","No","","","","","","","","","US dollar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.889","67.191","72.012","76.947","78.109","85.478","87.162","82.006","87.675","89.876","95.490","100.002","103.156","109.868","113.641","121.176","128.849","135.064","141.149","146.756","156.022"
"IMF.RES:WEO(9.0.0)","SEN.LP.A","OBS_VALUE","Senegal","Population, Persons for countries / Index for country groups","Annual","Millions","","9/12/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Historical data source: World Development Indicators.","2025","Other","","","","","","","","","","","","CFA franc","5.648","5.803","5.966","6.140","6.322","6.512","6.711","6.918","7.130","7.346","7.561","7.776","7.990","8.227","8.461","8.690","8.913","9.131","9.348","9.569","9.798","10.036","10.284","10.541","10.810","11.090","11.382","11.687","12.005","12.335","12.678","13.034","13.402","13.782","14.175","14.578","14.994","15.419","15.854","16.296","16.744","17.204","17.676","18.162","18.661","19.173","19.700","20.241","20.797","21.368","21.955","22.558"
"IMF.RES:WEO(9.0.0)","SLE.GGXCNL.A","OBS_VALUE","Sierra Leone","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","Domestic currency","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 1986","","2024","Ministry of Finance or Treasury","","January/December","","Projections use the baseline forecasts from the real sector and prices for 2026 and the 2026 budget and Finance Act.","Cash","","","Central Government","Nominal value","Currency and Deposits; Loans; Securities Other than Shares","","Sierra Leonean leone","","","","","","","","","","","","","","","","","","","","","-60.063","-111.018","-126.816","-145.562","-92.629","-92.393","-86.667","1294.569","-258.922","-193.959","-513.022","-581.183","-851.789","-509.499","-818.068","-981.633","-2055.363","-2412.063","-1811.210","-1147.663","-2300.092","-3253.137","-5929.677","-6814.790","-8117.717","-7334.792","-4236.083","-515.145","-490.370","-1844.511","-1315.667","-353.365"
"IMF.RES:WEO(9.0.0)","SLE.NGSD_NGDP.A","OBS_VALUE","Sierra Leone","Gross national savings, Percent of GDP","Annual","Units","Percent","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","Sierra Leone redenominated its currency on July 1, 2022, but local currency data are expressed in the old leone for the October 2022 WEO.","2024","National Statistics Office","2018","January/December","Yes, from 2010","","","","","","","","","Sierra Leonean leone","1.553","0.698","1.056","2.876","3.367","2.478","2.705","0.686","0.470","-0.146","-2.878","3.752","4.645","-1.614","1.739","-0.498","-0.294","2.521","4.551","-1.909","-4.504","0.338","1.928","0.667","-0.088","0.663","0.844","-0.867","-2.349","-5.175","5.179","-14.165","-2.629","-0.900","3.262","-5.154","7.383","0.208","6.362","8.233","9.498","6.804","8.528","10.232","13.563","12.276","15.448","15.487","15.684","15.605","15.384","15.858"
"IMF.RES:WEO(9.0.0)","SLE.NGDPD.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","US dollar","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","Sierra Leone redenominated its currency on July 1, 2022, but local currency data are expressed in the old leone for the October 2022 WEO.","2024","National Statistics Office","2018","January/December","Yes, from 2010","","","","","","","","","Sierra Leonean leone","2.708","2.903","3.264","2.838","3.283","2.794","2.092","1.823","2.988","2.745","1.509","1.812","1.580","1.786","2.118","2.026","2.188","1.974","1.562","1.555","1.498","1.726","1.990","2.218","2.339","2.738","3.144","3.451","3.926","3.795","4.174","4.799","5.746","6.736","6.521","6.750","6.038","5.823","6.390","6.519","6.682","7.166","7.121","6.401","6.970","7.710","8.270","8.651","9.040","9.486","9.955","10.423"
"IMF.RES:WEO(9.0.0)","SLE.NGDP_FY.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Annual","Billions","Domestic currency","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","Sierra Leone redenominated its currency on July 1, 2022, but local currency data are expressed in the old leone for the October 2022 WEO.","2024","National Statistics Office","2018","January/December","Yes, from 2010","","","","","","","","","Sierra Leonean leone","2.843","3.364","4.042","5.349","8.239","14.230","33.665","62.039","97.132","164.134","226.783","535.695","770.169","983.965","1219.392","1514.437","1899.972","1877.275","2379.689","2745.221","3089.869","3448.554","4188.777","5230.596","6362.229","7918.164","9316.031","10300.279","11678.789","12849.047","16604.630","20870.494","24960.659","29210.107","29549.586","34263.411","37966.542","42989.955","50687.211","58778.876","65748.398","74818.646","100035.072","136688.941","157455.699","174683.391","193462.186","216251.340","241596.734","271078.552","304167.372","340623.717"
"IMF.RES:WEO(9.0.0)","SEN.NGDP_R.A","OBS_VALUE","Senegal","Gross domestic product (GDP), Constant prices, Domestic currency","Annual","Billions","Domestic currency","9/12/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","","2024","National Statistics Office","2014","January/December","No","","","","","","","","","CFA franc","3483.268","3659.852","3946.897","3736.670","3876.637","4003.925","4128.581","4380.192","4354.242","4527.448","4496.859","4611.790","4669.099","4730.327","4719.529","5007.088","5100.907","5239.494","5552.405","5884.309","6113.045","6376.569","6380.950","6737.897","7050.757","7354.662","7526.082","7738.853","8025.436","8246.304","8525.928","8639.671","8985.517","9202.282","9775.039","10397.420","11058.287","11877.428","12614.926","13196.932","13374.045","14249.242","14797.900","15427.910","16375.597","17666.115","18050.062","18462.283","19018.971","19570.741","20406.160","21342.538"
"IMF.RES:WEO(9.0.0)","SLE.TX_RPCH.A","OBS_VALUE","Sierra Leone","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","Percent","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Methodology used to derive volumes: Deflation by survey-based price indexes. Trade system: General trade. Excluded items in trade: In transit. Valuation of exports: Free on board (FOB). Valuation of imports: Cost, insurance, freight (CIF).","2024","Central Bank","2005","","No","","","","","","","","Secondary or refined products","Sierra Leonean leone","0.000","-28.960","-30.085","3.933","6.591","10.068","31.207","14.740","-41.031","27.537","59.698","9.975","-8.101","-5.785","23.158","-24.138","-7.770","-23.055","-6.739","-34.796","123.353","20.179","37.519","17.977","-14.122","1.241","7.067","-5.081","-10.952","40.427","13.546","3.760","115.219","52.393","3.224","-23.230","-0.997","-9.971","-8.064","15.632","-30.362","75.314","27.976","8.712","25.242","5.974","6.111","7.175","5.236","2.885","-0.013","2.669"
"IMF.RES:WEO(9.0.0)","SYC.GGXWDG.A","OBS_VALUE","Seychelles","Gross debt, General government, Domestic currency","Annual","Billions","Domestic currency","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","	- Manual used: Change in presentation to reflect 2011 Budget classification and transition to GFS2001. Data prior to 2007 may not add up due to breaks in the GFS1986/2001 coverage. 
- General government composition: Change in coverage of general government as of 2011 Budget and incorporation of budget dependent entities. 
- Valuation of debt: Book value.","2025","Ministry of Finance or Treasury","","January/December","","Staff projections","Mixed","","","Central Government; Social Security Funds","Nominal value","Currency and Deposits; Loans; Securities Other than Shares","","Seychelles rupee","","","","","","","","","","","1.581","1.767","1.775","2.018","3.036","3.231","3.667","4.047","5.162","5.318","6.248","7.282","7.487","6.745","7.535","7.283","7.578","9.974","17.572","12.240","9.625","10.404","11.626","10.922","12.451","14.372","13.439","12.954","12.723","12.811","18.844","17.857","17.287","16.775","18.180","17.583","19.447","20.161","20.446","20.673","20.952","21.035"
"IMF.RES:WEO(9.0.0)","SEN.NGDPDPC.A","OBS_VALUE","Senegal","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","US dollar","9/12/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","","2024","National Statistics Office","2014","January/December","No","","","","","","","","","CFA franc","767.972","677.895","645.372","559.501","529.936","563.251","773.090","902.228","865.668","828.149","936.148","894.485","930.568","852.610","560.956","693.418","706.864","642.569","686.369","689.683","614.004","648.446","680.830","831.623","931.745","993.237","1027.786","1197.551","1403.795","1307.516","1272.622","1366.534","1318.614","1372.686","1397.017","1219.373","1269.553","1361.221","1458.730","1436.209","1467.158","1600.534","1575.162","1690.414","1759.285","1935.868","2054.311","2083.201","2124.665","2169.271","2246.106","2332.256"
"IMF.RES:WEO(9.0.0)","SEN.GGXWDG.A","OBS_VALUE","Senegal","Gross debt, General government, Domestic currency","Annual","Billions","Domestic currency","9/12/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","","2024","Ministry of Finance or Treasury","","January/December","","Based on WAEMU convergence criteria and DSA considerations. Fiscal accounts are shown in accordance with the 2001 GFS methodology.","Cash","","","Central Government","Nominal value","","","CFA franc","","","","","","","","","","","","","","","","","2.300","2323.500","707.679","608.221","2456.200","2536.100","2527.079","2180.600","2019.200","2097.200","1068.662","1270.147","1433.732","2273.237","2759.980","2760.030","3109.813","3444.214","4141.265","4677.266","5362.275","7453.994","7899.602","11174.007","12723.309","15067.163","18142.748","22040.617","26348.566","28060.814","29779.769","31371.248","32605.885","33846.893","34756.050","35738.474"
"IMF.RES:WEO(9.0.0)","SYC.PCPIPCH.A","OBS_VALUE","Seychelles","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","Percent","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Classification used for presentation of indices is the international Classification of Individual Consumption by Purpose 1999 (COICOP 1999).","2025","National Statistics Office","2014","","","","","No","","","","","","Seychelles rupee","13.516","10.512","-0.854","6.577","1.179","0.585","2.397","2.244","0.478","3.323","3.952","2.032","2.020","-0.336","2.229","0.505","-2.059","1.804","2.700","6.300","6.300","6.000","0.200","3.300","3.900","0.648","-1.858","5.324","36.965","31.754","-2.405","2.559","7.110","4.339","1.386","4.043","-1.016","2.858","3.702","1.807","1.203","9.770","2.625","-1.035","0.311","0.298","2.567","1.735","2.057","2.366","2.503","2.502"
"IMF.RES:WEO(9.0.0)","SYC.NGDP_R.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Constant prices, Domestic currency","Annual","Billions","Domestic currency","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","Estimates compiled in current and constant prices by the Production approach using the UN international Standard Industrial Classification (ISIC) Rev4 classification of industry, customized to meet Seychelles requirements. GDP has been compiled using the Expenditure approach in current prices only.","2024","National Statistics Office","2014","January/December","No","","","","","","","","","Seychelles rupee","5.342","5.135","5.029","4.998","5.213","5.750","5.793","6.076","6.399","7.058","7.584","7.793","8.352","8.962","8.744","8.786","9.665","10.843","11.111","11.319","11.800","11.532","11.672","10.985","10.672","11.633","12.727","14.053","13.758","13.608","14.468","15.290","15.874","16.891","17.688","19.264","21.598","23.100","24.241","25.578","22.572","22.700","24.942","26.233","27.112","28.493","28.926","30.087","31.077","32.100","33.157","34.248"
